"Id","OwnerId","IsDeleted","Name","RecordTypeId","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","LLC_BI__Account__c","LLC_BI__Amount__c","LLC_BI__Contact__c","LLC_BI__Initial_Deposit__c","LLC_BI__Interest_Rate__c","LLC_BI__Maturity_Date__c","LLC_BI__Notes__c","LLC_BI__Open_Date__c","LLC_BI__Product_Line__c","LLC_BI__Product_Type__c","LLC_BI__Product__c","LLC_BI__Stage__c","LLC_BI__Status__c","LLC_BI__isConvert__c","LLC_BI__Mailing_Address__c","LLC_BI__Application__c","LLC_BI__Product_Reference__c","LLC_BI__lookupKey__c","Interest_Rate__c","LLC_BI__Account_Number__c","LLC_BI__Funding_Amount__c","LLC_BI__Funding_Method__c","LLC_BI__Ownership_Structure_Type__c","LLC_BI__Product_Package__c","Full_Product_Name__c","Branch__c","LLC_BI__APY__c","LLC_BI__Additional_Terms__c","LLC_BI__Alternate_Signature_Description__c","LLC_BI__Annual_Rent_Amount__c","LLC_BI__Billing_Frequency_Other__c","LLC_BI__Billing_Frequency__c","LLC_BI__Billing_Type__c","LLC_BI__CD_Term__c","LLC_BI__CESA_Responsible_Individual_Indicator__c","LLC_BI__Certificate_Number__c","LLC_BI__Change_Designated_Beneficiary_Indicator__c","LLC_BI__Compounding_Frequency__c","LLC_BI__Death_Before_Required_Beginning__c","LLC_BI__Description_of_Keys__c","LLC_BI__Distribution_Payment_Type__c","LLC_BI__Distribution_Start_Date__c","LLC_BI__Durable_Agency__c","LLC_BI__Five_Year_Period_Ends_Year__c","LLC_BI__Frequency_of_Distributions__c","LLC_BI__IRA_Is_Self_Directed__c","LLC_BI__IRA_Plan_Type__c","LLC_BI__IRA_Recharacterization_Initial_Cont_Amt__c","LLC_BI__IRA_Recharacterization_Initial_Cont_Date__c","LLC_BI__IRA_Recharacterization_Type__c","LLC_BI__Index_Name__c","LLC_BI__Initial_Interest_Rate_Type__c","LLC_BI__Initial_Interest_Rate__c","LLC_BI__Initial_Rate_Indicator__c","LLC_BI__Initial_Rate_Margin__c","LLC_BI__Initial_Rate_Period_Number__c","LLC_BI__Initial_Rate_Period_Type__c","LLC_BI__Interest_Rate_Margin_Indicator__c","LLC_BI__Interest_Rate_Margin_Percent__c","LLC_BI__Interest_Rate_Type__c","LLC_BI__Interest_Withdrawal_Required__c","LLC_BI__Lease_Type_Other__c","LLC_BI__Life_Expectancy_Factor__c","LLC_BI__Maximum_Balance_Tiered_Account__c","LLC_BI__Maximum_Rate_Indicator__c","LLC_BI__Maximum_Rate__c","LLC_BI__Minimum_Balance_Tiered_Account__c","LLC_BI__Minimum_Rate_Indicator__c","LLC_BI__Minimum_Rate__c","LLC_BI__Negotiated_Compounding_Frequency__c","LLC_BI__Notice_Account_Maturity_Type__c","LLC_BI__Number_of_Agents_Required__c","LLC_BI__Number_of_Lessees_Required__c","LLC_BI__Other_Distribution_Payment__c","LLC_BI__Other_Frequency_of_Distributions__c","LLC_BI__Overdraft_Consent_Indicator__c","LLC_BI__Owner_Deceased_Indicator__c","LLC_BI__Payment_Account_Number__c","LLC_BI__Periodic_Change_Limit_Indicator__c","LLC_BI__Periods_Between_Rate_Changes__c","LLC_BI__Permanent_Rate_Effective_Date__c","LLC_BI__Prevent_Automatic_Renewal__c","LLC_BI__Rate_Change_Percent__c","LLC_BI__Rate_Change_Period_Type__c","LLC_BI__Rate_Change_Period__c","LLC_BI__Rate_Disclosure_As_Of_Date__c","LLC_BI__Rate_Type__c","LLC_BI__Renewal_Interest_Rate_Type__c","LLC_BI__Renewal_Interest_Rate__c","LLC_BI__Security_Deposit_Amount__c","LLC_BI__Single_Life_Expectancy_Begins__c","LLC_BI__Size_of_Box__c","LLC_BI__Step_Interest_Rate__c","LLC_BI__Step_Rate_Period_Type__c","LLC_BI__Step_Rate_Period__c","LLC_BI__Tax_Year_of_First_Roth_Contribution__c","LLC_BI__Tiered_Interest_Rate__c","LLC_BI__Tiered_Margin_Percent__c","LLC_BI__Vault_Key_Description__c","LLC_BI__Is_Superseded_By__c","LLC_BI__Related_Deposit__c","Doc_Prep__c","Loan_Providing_Overdraft__c","Overdraft_Limit__c","Overdraft_Used__c","Overdraft_Availability__c","Number_of_times_OD_in_Last_12_months__c","Reg_O__c","Employee__c","LLC_BI__Mailing_City__c","Withdrawls_previous_12_months__c","Is_Demo_Deposit__c","Date_Account_Closed__c","Amount_Charged_Off__c","LLC_BI__Mailing_State__c","LLC_BI__Mailing_Zip_Code__c","LLC_BI__Number_of_Required_Signers__c","LLC_BI__Originating_Branch__c","Default_App__c","LLC_BI__Interest_Payment_Method_Type__c","LLC_BI__Term_Type__c","CD_Term_new__c","Override_Interest_Rate__c","Interest_Rate_Override__c","LLC_BI__Deposit_Rate_Structure__c","LLC_BI__Overdraft_Services__c","LLC_BI__Deposit_Account_Type__c","LLC_BI__E_Disclosures_And_Statement_Consent__c","LLC_BI__Electronic_Notice_Delivery_Consent__c","LLC_BI__Enable_Portal_Documents__c","LLC_BI__Exclude_Transaction_Account_Disclosure__c","LLC_BI__Routing_Number__c","WKDDP__Denial_Notice_Type__c","WKDDP__Joint_Owners_Have_ROS__c","WKDDP__MultiParty_Disclosure__c","WKDDP__Multiple_Party_Terms_Change__c","WKDDP__Temporary_Account_Agreement_Indictor__c","LLC_BI__Appointee_Capacity_Description__c","Initial_APY1__c","LLC_BI__Routing_Transit_Number__c","LLC_BI__Financial_Institution_Authorized_Signer__c","LLC_BI__Inherited_IRA__c","LLC_BI__Is_Booked__c","LLC_BI__Plan_Number__c","LLC_BI__TFA_Activity_Type__c","AutorabitExtId__c"
"a0D5w00000lnfiiEAA","0055w00000BkiP4AAJ","","Checking1437","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","45401.29","","258877.0","0.5","","","2012-09-29","Business","Business Checking","Premier Business Checking","Open","Active","","","","","9942JPD130603103","","546700142797","","","","","","","0.52","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Variable","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfijEAA","0055w00000BkiP4AAJ","","CD9568","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","182346.29","","39457.0","1.05","2015-02-15","","2010-05-26","Business","Business CD","6 Month Promo CD","Open","Active","","","","","9934JPD337429294","","330768474392","","","","","","","1.1","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Fixed","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","1.0","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfikEAA","0055w00000BkiP4AAJ","","Checking8005","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","74074.29","","257732.0","0.5","","","2006-07-19","Business","Business Checking","Premier Business Checking","Open","Active","","","","","9989JPD755503339","","153219796000","","","","","","","0.52","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Variable","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfilEAA","0055w00000BkiP4AAJ","","Checking8774","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","102919.29","","291083.0","0.5","","","2011-03-07","Business","Business Checking","Premier Business Checking","Open","Active","","","","","9958JPD742028986","","307437523965","","","","","","","0.52","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Variable","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfimEAA","0055w00000BkiP4AAJ","","Checking2269","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","33439.29","","26578.0","0.5","","","2008-03-03","Business","Business Checking","Premier Business Checking","Open","Active","","","","","9918JPD440301097","","321768284224","","","","","","","0.52","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Variable","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfinEAA","0055w00000BkiP4AAJ","","CD7078","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","266050.29","","152059.0","1.05","2015-08-20","","2010-03-28","Business","Business CD","6 Month Promo CD","Open","Active","","","","","9916JPD274395041","","199115976063","","","","","","","1.1","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Fixed","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","1.0","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfioEAA","0055w00000BkiP4AAJ","","Checking5174","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","11235.29","","271550.0","0.5","","","2008-08-10","Business","Business Checking","Premier Business Checking","Open","Active","","","","","9935JPD951011442","","713477772093","","","","","","","0.52","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Variable","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfipEAA","0055w00000BkiP4AAJ","","Checking6292","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","15005.29","","259905.0","0.5","","","2006-10-23","Business","Business Checking","Premier Business Checking","Open","Active","","","","","9941JPD125406350","","669463626141","","","","","","","0.52","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Variable","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfiqEAA","0055w00000BkiP4AAJ","","Checking9297","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","66567.29","","98232.0","0.5","","","2010-11-14","Business","Business Checking","Premier Business Checking","Open","Active","","","","","9943JPD247512681","","498394676597","","","","","","","0.52","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Variable","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfirEAA","0055w00000BkiP4AAJ","","CD8558","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","30942.29","","68712.0","1.05","2015-06-15","","2012-11-30","Business","Business CD","Promo CD","Open","Active","","","","","9972JPD661835064","","210306968242","","","","","","","1.1","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Fixed","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","1.0","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfisEAA","0055w00000BkiP4AAJ","","Checking7267","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","94831.29","","197646.0","0.5","","","2011-06-25","Business","Business Checking","Premier Business Checking","Open","Active","","","","","9955JPD795789490","","662982733016","","","","","","","0.52","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Variable","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfitEAA","0055w00000BkiP4AAJ","","Checking1559","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","59847.29","","254058.0","0.5","","","2005-10-07","Business","Business Checking","Premier Business Checking","Open","Active","","","","","9926JPD932736868","","322901693228","","","","","","","0.52","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Variable","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfiuEAA","0055w00000BkiP4AAJ","","Checking2562","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","58378.29","","158602.0","0.5","","","2004-03-05","Business","Business Checking","Premier Business Checking","Open","Active","","","","","9900JPD842065232","","869494240129","","","","","","","0.52","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Variable","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfivEAA","0055w00000BkiP4AAJ","","CD8511","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","142794.29","","148708.0","1.05","2014-07-02","","2004-01-16","Business","Business CD","6 Month Promo CD","Open","Active","","","","","9980JPD189168654","","200409710316","","","","","","","1.1","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Fixed","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfiwEAA","0055w00000BkiP4AAJ","","Checking4207","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","31836.29","","45726.0","0.5","","","2004-07-07","Business","Business Checking","Premier Business Checking","Open","Active","","","","","9949JPD844959036","","952343581595","","","","","","","0.52","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Variable","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfixEAA","0055w00000BkiP4AAJ","","Checking5464","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","78124.29","","144583.0","0.5","","","2009-04-28","Business","Business Checking","Premier Business Checking","Open","Active","","","","","9947JPD109833864","","482981548859","","","","","","","0.52","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Variable","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfiyEAA","0055w00000BkiP4AAJ","","CD2384","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","179466.29","","81274.0","1.05","2013-09-24","","2011-09-04","Business","Business CD","6 Month Promo CD","Open","Active","","","","","9957JPD976130223","","930471875720","","","","","","","1.1","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Fixed","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","1.0","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfizEAA","0055w00000BkiP4AAJ","","Checking3744","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","73017.29","","74256.0","0.5","","","2004-07-11","Business","Business Checking","Premier Business Checking","Open","Active","","","","","9939JPD718692980","","297076536268","","","","","","","0.52","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Variable","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfj0EAA","0055w00000BkiP4AAJ","","Savings1388","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","91346.29","","93774.0","0.5","","","2007-12-18","Business","Business Savings","Business Savings","Open","Active","","","","","9963JPD323510446","","445570974849","","","","","","","0.52","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Variable","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfj1EAA","0055w00000BkiP4AAJ","","Checking2593","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","85891.29","","189328.0","0.5","","","2007-03-24","Business","Business Checking","Premier Business Checking","Open","Active","","","","","9905JPD468959099","","314482028177","","","","","","","0.52","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Variable","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfj2EAA","0055w00000BkiP4AAJ","","Savings4445","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","66936.29","","208138.0","0.5","","","2007-04-07","Business","Business Savings","Business Savings","Open","Active","","","","","9957JPD489403959","","912376597082","","","","","","","0.52","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Variable","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfj3EAA","0055w00000BkiP4AAJ","","Checking2719","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","95550.29","","114299.0","0.5","","","2003-09-30","Business","Business Checking","Premier Business Checking","Open","Active","","","","","9916JPD956822848","","828755675528","","","","","","","0.52","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Variable","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfj4EAA","0055w00000BkiP4AAJ","","Checking7672","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","47888.29","","24314.0","0.5","","","2004-09-11","Business","Business Checking","Premier Business Checking","Open","Active","","","","","9913JPD817030776","","376124092744","","","","","","","0.52","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Variable","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfj5EAA","0055w00000BkiP4AAJ","","Savings3692","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","224800.29","","83332.0","0.5","","","2009-06-17","Business","Business Savings","Business Money Market Savings","Open","Active","","","","","9974JPD551641278","","509063031534","","","","","","","0.52","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Variable","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfj6EAA","0055w00000BkiP4AAJ","","Checking1695","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","22759.29","","164435.0","0.5","","","2012-09-09","Business","Business Checking","Premier Business Checking","Open","Active","","","","","9949JPD854798606","","535949917640","","","","","","","0.52","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Variable","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfj7EAA","0055w00000BkiP4AAJ","","Checking5943","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","11996.29","","219910.0","0.5","","","2010-07-23","Business","Business Checking","Premier Business Checking","Open","Active","","","","","9949JPD580515408","","969496570800","","","","","","","0.52","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Variable","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfj8EAA","0055w00000BkiP4AAJ","","Checking2597","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","106339.85","","260677.0","0.5","","","2013-07-06","Business","Business Checking","Premier Business Checking","Open","Active","","","","","9984JPD425131204","","710957184115","","","","","","","0.52","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Variable","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfj9EAA","0055w00000BkiP4AAJ","","Checking3257","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","72431.85","","68630.0","0.5","","","2008-08-16","Business","Business Checking","Premier Business Checking","Open","Active","","","","","9914JPD447896642","","588165210781","","","","","","","0.52","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Variable","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfjAEAQ","0055w00000BkiP4AAJ","","Savings8267","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","176580.85","","172854.0","0.5","","","2006-07-25","Business","Business Savings","Business Savings","Open","Active","","","","","9977JPD180075230","","236919205856","","","","","","","0.52","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Variable","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfjBEAQ","0055w00000BkiP4AAJ","","Savings7967","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","70649.85","","278549.0","0.5","","","2004-11-09","Business","Business Savings","Business Savings","Open","Active","","","","","9961JPD133778374","","597464943600","","","","","","","0.52","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Variable","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfjCEAQ","0055w00000BkiP4AAJ","","Savings5752","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","217339.85","","196340.0","0.5","","","2011-12-29","Business","Business Savings","Business Money Market Savings","Open","Active","","","","","9941JPD519591165","","834740389908","","","","","","","0.52","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Variable","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
"a0D5w00000lnfjDEAQ","0055w00000BkiP4AAJ","","CD8666","","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","","","","","","311805.85","","265210.0","1.05","2014-10-26","","2005-12-18","Business","Business CD","Promo CD","Open","Active","","","","","9922JPD379820856","","842524359636","","","","","","","1.1","","","","","","","","false","","false","","false","","","","false","","","false","","","","","","","","false","","","","false","","Fixed","false","","","","false","","","false","","","","","","","","false","false","","false","","","false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","false","","1.0","false","","","","","","","","","","","false","","","","","false","false","false","false","","","false","false","","false","","","","","false","false","","",""
